INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE,SCORE_DIFF
80,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)OC(C)=O,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)c1ccccc1C,[6*]C(=O)OC(C)=O,[6*]C(=O)c1ccccc1C,5.801398219773546e-05,3.7521200000000015,462.261753556,0.4176704889338042,5.011692171721834,0.0918156898401743,-0.3083078282781661,81,-6.4,-7.1,-0.6999999999999993
80,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)OC(C)=O,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)c1cccc(C)c1,[6*]C(=O)OC(C)=O,[6*]C(=O)c1cccc(C)c1,5.798201163997874e-05,3.7521200000000015,462.261753556,0.4176704889338042,5.012727556337219,0.0918156898401743,-0.3072724436627814,87,-6.4,-7.6,-1.1999999999999993
58,NC(Cc1ccccc1)C(=O)OC(CCc1ccccc1)C(=O)O,O=C(OC(CCc1ccccc1)C(=O)O)c1ccccn1,[1*]C(=O)C(N)Cc1ccccc1,[1*]C(=O)c1ccccn1,0.0002629825321491,2.3244000000000007,285.10010796000006,0.8241908429796154,2.4111505375053746,0.098728559167834,-0.2988494624946245,12,-6.0,-6.5,-0.5
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)NCc1cccc(OC)c1)C(=O)O,[4*]C(Cc1ccccc1)C(=O)O,[4*]Cc1cccc(OC)c1,0.0002746327663771,4.1529000000000025,349.225308472,0.5245325384448294,2.4113778235795174,0.0950420647843385,-0.2986221764204817,16,-6.3,-6.0,0.2999999999999998
34,O=C1CC(O)C(C(O)C(=O)O)OC(=O)CCO1,CN(C)C(=O)C1OC(=O)CCOC(=O)CC1O,[8*]C(O)C(=O)O,[6*]C(=O)N(C)C,4.96061475132592e-05,-1.3156999999999992,245.0899372,0.576112353961984,4.1266360054486775,0.096037508014943,-0.2933639945513224,93,-6.5,-5.7,0.7999999999999998
64,CC(C)CC/C=C/C(C)c1ccccc1,CC(C)CCC=Cc1ccn(-c2ccccc2)c1,[7*]=CC([8*])C,[7*]=Cc1ccn([9*])c1,0.0020032383035868,4.926700000000004,239.167399672,0.6971028099452384,2.3304905739209083,0.0945494965037433,-0.2895094260790918,58,-5.6,-5.0,0.5999999999999996
46,NC(C(=O)NC(C(=O)O)c1ccccc1)c1cccc(OP(=O)(O)O)c1,CC(=O)Oc1ccc(C(N)C(=O)NC(C(=O)O)c2ccccc2)cc1,[16*]c1cccc(OP(=O)(O)O)c1,[16*]c1ccc(OC(C)=O)cc1,0.0002203452750109,1.5537999999999998,342.121571676,0.5412864676756568,2.781175649066075,0.0947360930387671,-0.2888243509339254,32,-8.0,-7.6,0.40000000000000036
55,C=C/C=C/C(C(=O)O)C(N)C1OC2=CCC(C)C3CC(C=O)=CC(C(C)C1NC)C23,C=CC(=O)N(C1OC2=CCC(C)C3CC(C=O)=CC(C(C)C1NC)C23)S(C)(=O)=O,[8*]C(N)C(/C=C/C=C)C(=O)O,[5*]N(C(=O)C=C)S(C)(=O)=O,3.999518958153203e-05,1.8423,422.18754306,0.5368727517862386,5.571781234871017,0.0995588878721321,-0.288218765128982,73,-7.4,-6.8,0.6000000000000005
96,CC1=NC(CCC(O)C(O)COC(CO)C(=O)O)C(=O)N=C1,CC1=NC(CCC(O)C(O)COCC(N)=O)C(=O)N=C1,[4*]C(CO)C(=O)O,[4*]CC(N)=O,0.0001400539767928,-1.569199999999998,285.132470708,0.4949914137852133,4.492301424409643,0.0954064054004356,-0.2876985755903574,5,-6.1,-6.5,-0.40000000000000036
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)NCc1ccccc1OC)C(=O)O,[4*]C(Cc1ccccc1)C(=O)O,[4*]Cc1ccccc1OC,0.0002744358207564,4.1529000000000025,349.22530847199994,0.5245325384448294,2.423141120282814,0.0950420647843385,-0.2868588797171849,19,-6.3,-5.7,0.5999999999999996
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,O=C1/C=C\C2=C(CC=CC=C2)CC(=O)N(CCc2ccccc2)C(=O)C(C(=O)O)CCN1,[8*]CC(=O)O,[8*]CCc1ccccc1,0.0004893235745839,2.564,434.184171932,0.5599851175701082,4.044859684741839,0.0905412724695276,-0.2851403152581611,5,-7.8,-8.0,-0.20000000000000018
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)NC(=O)Nc1ccccc1)C(=O)O,[4*]C(Cc1ccccc1)C(=O)O,[1*]C(=O)Nc1ccccc1,0.0002749629202298,4.1762000000000015,348.20490737599994,0.5228376920103213,2.4359329884146828,0.0933472183498304,-0.2740670115853163,7,-6.3,-6.0,0.2999999999999998
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,Cc1ccc(CN2C(=O)CC3=C(C=CC=CC3)/C=C\C(=O)NCCC(C(=O)O)C2=O)cc1,[8*]CC(=O)O,[8*]Cc1ccc(C)cc1,0.000484989141114,2.8299200000000013,434.1841719319999,0.5624470093773445,4.058175576542347,0.0930031642767639,-0.2718244234576534,16,-7.8,-9.1,-1.2999999999999998
58,NC(Cc1ccccc1)C(=O)OC(CCc1ccccc1)C(=O)O,NC(=O)N(Cc1ccccc1)C(CCc1ccccc1)C(=O)O,[3*]OC(=O)C(N)Cc1ccccc1,[5*]N(Cc1ccccc1)C(N)=O,0.0001302852033404,2.6533000000000007,312.1473924999999,0.8240993272830499,2.451436926733429,0.0986370434712685,-0.2585630732665702,52,-6.0,-5.9,0.09999999999999964
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,Cc1ccc(N2C(=O)CC3=C(C=CC=CC3)/C=C\C(=O)NCCC(C(=O)O)C2=O)cc1,[8*]CC(=O)O,[16*]c1ccc(C)cc1,0.0004636782978195,2.834320000000001,420.1685218679999,0.5656368663007307,4.072687564274006,0.0961930212001502,-0.2573124357259937,96,-7.8,-8.2,-0.39999999999999947
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CC(=O)O)OC32)cc1,[8*]C(O)O,[8*]CC(=O)O,8.560987771488726e-05,2.802420000000001,302.11542367600003,0.926187832441834,4.075821806717782,0.0978581237002921,-0.2541781932822182,3,-7.3,-7.2,0.09999999999999964
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,Cc1cccc(CN2C(=O)CC3=C(C=CC=CC3)/C=C\C(=O)NCCC(C(=O)O)C2=O)c1,[8*]CC(=O)O,[8*]Cc1cccc(C)c1,0.000485022785142,2.8299200000000004,434.1841719319999,0.5624470093773445,4.0967709611577305,0.0930031642767639,-0.2332290388422695,15,-7.8,-7.7,0.09999999999999964
85,CCCC(CCCCCc1ccccc1OP(=O)(O)O)C(=O)O,CCCC(CCCCCc1ccccc1C(=O)NCCO)C(=O)O,[3*]OP(=O)(O)O,[6*]C(=O)NCCO,8.425925625488162e-05,3.0125000000000006,335.20965840799994,0.512506441048221,2.5712499966085733,0.0955496287990183,-0.2287500033914264,83,-5.9,-5.4,0.5
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CO)OC32)cc1,[8*]C(O)O,[8*]CO,8.54534373502247e-05,2.3200200000000004,274.120509056,0.9186250122705324,4.101500186567025,0.0902953035289907,-0.2284998134329754,27,-7.3,-6.6,0.7000000000000002
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CNC(=O)CC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CC(=O)NC,8.53961319080554e-05,2.46382,315.147058152,0.9271545890247158,4.10521724348388,0.098824880283174,-0.2247827565161202,37,-7.3,-7.0,0.2999999999999998
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,Cc1ccccc1CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,[8*]CC(=O)O,[8*]Cc1ccccc1C,0.0004835556319449,2.8299200000000004,434.1841719319999,0.5624470093773446,4.105752499619269,0.093003164276764,-0.2242475003807307,22,-7.8,-8.6,-0.7999999999999998
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)N(C)Cc1ccc(OC)cc1)C(=O)O,[5*]NC(Cc1ccccc1)C(=O)O,[5*]N(C)Cc1ccc(OC)cc1,0.000187274054042,4.495100000000003,363.240958536,0.5242238513191049,2.4914210219214805,0.094733377658614,-0.2185789780785185,60,-6.3,-6.3,0.0
27,O=C(O)NC1COC(OC(CO)C(=O)O)COC1=O,C=CCOC1COC(=O)C(NC(=O)O)CO1,[4*]C(CO)C(=O)O,[4*]CC=C,0.0001165239518741,-0.2753000000000001,231.074287136,0.5103892423854643,3.846948184680452,0.0926082134757595,-0.2130518153195479,51,-6.6,-5.8,0.7999999999999998
79,Nc1ccccc1C(=O)NCc1ccccc1,O=C(NCc1ccccc1)c1ccc(Cl)cc1,[16*]c1ccccc1N,[16*]c1ccc(Cl)cc1,0.0126822469756007,3.2700000000000022,245.060741684,0.8836189009330354,1.2380860480885936,0.0954429508318879,-0.2119139519114075,3,-6.2,-6.2,0.0
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)N(C)Cc1ccc(Cl)cc1)C(=O)O,[5*]NC(Cc1ccccc1)C(=O)O,[5*]N(C)Cc1ccc(Cl)cc1,0.0001867542450781,5.139900000000004,367.19142149999993,0.5201533697404462,2.5029442736511847,0.0906628960799554,-0.2070557263488144,67,-6.3,-5.7,0.5999999999999996
34,O=C1CC(O)C(C(O)C(=O)O)OC(=O)CCO1,NCCC1OC(=O)CCOC(=O)CC1O,[8*]C(O)C(=O)O,[8*]CCN,4.966157939634286e-05,-1.0551000000000004,217.09502258,0.5721975647134623,4.213013461736617,0.0921227187664213,-0.2069865382633828,54,-6.5,-5.9,0.5999999999999996
34,O=C1CC(O)C(C(O)C(=O)O)OC(=O)CCO1,CC(C)=CCC1OC(=O)CCOC(=O)CC1O,[8*]C(O)C(=O)O,[8*]CC=C(C)C,4.977747812517919e-05,0.9524,242.115423676,0.5762832980688369,4.220425169328276,0.0962084521217959,-0.1995748306717235,9,-6.5,-6.0,0.5
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(C(=O)O)OC32)cc1,[8*]C(O)O,[6*]C(=O)O,8.551822975277901e-05,2.41232,288.09977361200004,0.9249403578881008,4.131666685347811,0.0966106491465589,-0.1983333146521895,7,-7.3,-7.6,-0.2999999999999998
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CCO)OC32)cc1,[8*]C(O)O,[8*]CCO,8.551542123313993e-05,2.7101200000000008,288.13615912,0.9251525398357712,4.132879774881228,0.0968228310942295,-0.1971202251187724,10,-7.3,-6.8,0.5
84,CC(CC(=O)OP(=O)(O)O)/C(N)=C/CC(=O)O,CC(=O)NOC(=O)CC(C)/C(N)=C/CC(=O)O,[3*]OP(=O)(O)O,[3*]ONC(C)=O,0.0001278524723602,-0.0757999999999994,244.105921612,0.5820439368311912,3.783225596815859,0.0919992496573012,-0.1867744031841409,84,-6.2,-6.0,0.20000000000000018
26,O=C(O)C(C(=O)O)C1CC(CO)c2ccccc2O1,NC(=O)CC1CC(CO)c2ccccc2O1,[8*]C(C(=O)O)C(=O)O,[8*]CC(N)=O,5.985981988487765e-05,0.7889999999999997,221.10519334,0.7921468357835829,3.248042520344788,0.0992879957443823,-0.1819574796552121,60,-6.8,-6.5,0.2999999999999998
58,NC(Cc1ccccc1)C(=O)OC(CCc1ccccc1)C(=O)O,O=C(O)C(CCc1ccccc1)N(C(=O)CO)c1ccccc1,[3*]OC(=O)C(N)C[8*],[5*]N([5*])C(=O)CO,0.0001179278769996,2.0979,313.131408088,0.8203594986286754,2.533621305431655,0.094897214816894,-0.1763786945683438,57,-6.0,-6.0,0.0
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CCN)OC32)cc1,[8*]C(O)O,[8*]CCN,8.544106094632298e-05,2.676520000000001,287.152143532,0.924754885233468,4.166171830366727,0.0964251764919261,-0.1638281696332733,29,-7.3,-6.5,0.7999999999999998
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(C(N)=O)OC32)cc1,[8*]C(O)O,[6*]C(N)=O,8.547835022909567e-05,1.81302,287.115758024,0.9201103398051595,4.168762839193963,0.0917806310636177,-0.1612371608060367,23,-7.3,-7.2,0.09999999999999964
23,NC(=O)C(O)C1OC(CO)C(O)C1O,NC(=O)C(O)C1(CO)CCNCC1,[13*]C1OC([13*])C(O)C1O,[15*]C1([15*])CCNCC1,0.000117645249702,-1.8053,188.116092372,0.419774446879862,3.810534469279833,0.0963915297192106,-0.1594655307201664,9,-5.8,-5.2,0.5999999999999996
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CNCC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CNC,8.533945947419852e-05,2.5471200000000005,287.152143532,0.9235854024967108,4.17178065760506,0.0952556937551689,-0.1582193423949398,50,-7.3,-6.7,0.5999999999999996
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)NC(=O)Cc1ccc(Cl)cc1)C(=O)O,[4*]C(Cc1ccccc1)C(=O)O,[1*]C(=O)Cc1ccc(Cl)cc1,0.0002741969656199,4.366800000000003,381.1706860559999,0.526475131777628,2.553463329613788,0.0969846581171371,-0.1565366703862114,25,-6.3,-6.3,0.0
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CC(N)=O)OC32)cc1,[8*]C(O)O,[8*]CC(N)=O,8.551710197934881e-05,2.20312,301.131408088,0.925244756580818,4.176206422102397,0.0969150478392762,-0.1537935778976029,9,-7.3,-7.4,-0.10000000000000053
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,O=C1/C=C\C2=C(CC=CC=C2)CC(=O)N(Cc2cccnc2)C(=O)C(C(=O)O)CCN1,[8*]CC(=O)O,[8*]Cc1cccnc1,0.0004761921009048,1.9165,421.163770836,0.5689070286440597,4.177705649636918,0.0994631835434792,-0.152294350363082,47,-7.8,-7.8,0.0
58,NC(Cc1ccccc1)C(=O)OC(CCc1ccccc1)C(=O)O,NCC(=O)N(c1ccccc1)C(CCc1ccccc1)C(=O)O,[3*]OC(=O)C(N)C[8*],[5*]N([5*])C(=O)CN,0.0001184831562568,2.0643,312.1473924999999,0.8194964894614419,2.5585486427097592,0.0940342056496605,-0.1514513572902398,56,-6.0,-6.1,-0.09999999999999964
90,O=C(CC(CO)CCOP(=O)(O)O)Nc1ccncc1,O=C(CBr)NCCC(CO)CC(=O)Nc1ccncc1,[3*]OP(=O)(O)O,[5*]NC(=O)CBr,0.0001643506984692,0.9198999999999992,343.053153536,0.611841524612855,2.919153481695412,0.0967645496903742,-0.1508465183045881,49,-6.1,-5.3,0.7999999999999998
40,O=C(CCCCc1ccccc1)NCc1ccccc1,O=C(CCc1ccccc1)NCc1ccccc1,[1*]C(=O)CCCC[8*],[1*]C(=O)CC[8*],0.0003480066661722,2.9356000000000018,239.131014164,0.8536241093529247,1.3004969934810298,0.0924833303795042,-0.1495030065189713,49,-5.6,-6.5,-0.9000000000000004
80,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)OC(C)=O,C/C=C\C1C(C)CCC(C(=O)O)O[C@](CO)(OCC)C(O)CCC1C(=O)OC(C)C,[1*]C(C)=O,[4*]C(C)C,0.0006703432882204,2.5124000000000004,430.256668176,0.4159110993720252,5.173149582138828,0.0900563002783953,-0.146850417861172,28,-6.4,-6.5,-0.09999999999999964
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,O=C1/C=C\C2=C(CC=CC=C2)CC(=O)N(Cc2ccncc2)C(=O)C(C(=O)O)CCN1,[8*]CC(=O)O,[8*]Cc1ccncc1,0.0004729926586151,1.9165,421.163770836,0.5689070286440597,4.183420334951605,0.0994631835434792,-0.146579665048395,58,-7.8,-8.0,-0.20000000000000018
46,NC(C(=O)NC(C(=O)O)c1ccccc1)c1cccc(OP(=O)(O)O)c1,NC(C(=O)N(CCO)c1ccccc1)c1cccc(OP(=O)(O)O)c1,[5*]NC([8*])C(=O)O,[5*]N([5*])CCO,0.0002284164365846,1.1833999999999996,366.09807295799993,0.5408381863399127,2.932893437530783,0.0942878117030229,-0.1371065624692171,23,-8.0,-6.7,1.2999999999999998
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,O=C1/C=C\C2=C(CC=CC=C2)CC(=O)N(Cc2ccccn2)C(=O)C(C(=O)O)CCN1,[8*]CC(=O)O,[8*]Cc1ccccn1,0.0004729296488221,1.9165,421.163770836,0.5689070286440597,4.193103202084472,0.0994631835434792,-0.1368967979155284,59,-7.8,-8.5,-0.7000000000000002
42,CCCC(=O)OC1C(CO)O[C@@]2(COP(=O)(O)O)COOC12,CCCC(=O)OC1C(CO)O[C@]2(CC(=O)NC(N)=O)COOC12,[8*]COP(=O)(O)O,[8*]CC(=O)NC(N)=O,4.312699456932023e-05,-1.2563999999999982,332.12196559999995,0.4034518920368806,4.571509229527003,0.0956464638215142,-0.1184907704729978,90,-6.9,-6.7,0.20000000000000018
41,O=C(O)/C(O)=C/CCc1ccccc1,CC(Cl)=CCCc1ccccc1,[7*]=C(O)C(=O)O,[7*]=C(C)Cl,0.0013634271454066,3.761800000000002,180.070578096,0.6646814520519948,2.052213507109196,0.0974160224727774,-0.1177864928908043,50,-5.9,-4.8,1.1000000000000005
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,CCCCN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,[8*]CC(=O)O,[8*]CCCC,0.0004922336083836,2.1214,386.1841719319999,0.5689289433113465,4.224565165791322,0.0994850982107659,-0.1054348342086779,1,-7.8,-7.0,0.7999999999999998
41,O=C(O)/C(O)=C/CCc1ccccc1,O=C(C=CCCc1ccccc1)C1CC1,[7*]=C(O)C(=O)O,[7*]=CC(=O)C1CC1,0.0013405112549662,3.1545000000000023,200.120115132,0.6671795204216971,2.069429004313756,0.0999140908424798,-0.1005709956862439,69,-5.9,-5.2,0.7000000000000002
38,O=C(O)NCCCCOP(=O)(O)O,[11CH3]OCCCCOP(=O)(O)O,[5*]NC(=O)O,[3*]O[11CH3],0.0002637233992572,0.5223,183.061493746,0.4634437225298705,2.3413727500903327,0.0952859286108516,-0.0986272499096676,17,-5.7,-4.5,1.2000000000000002
58,NC(Cc1ccccc1)C(=O)OC(CCc1ccccc1)C(=O)O,CCNC(=O)N(c1ccccc1)C(CCc1ccccc1)C(=O)O,[3*]OC(=O)C(N)C[8*],[5*]N([5*])C(=O)NCC,0.0001168021990451,3.308500000000002,326.1630425639999,0.8199328478514514,2.611686327398065,0.09447056403967,-0.0983136726019342,61,-6.0,-5.9,0.09999999999999964
89,O=C1NC(=O)C2C(C(=O)O)C=C(c3ccccc3)OC2C1O,O=C1NC(=O)C2C(C(=O)N3CCCCC3)C=C(c3ccccc3)OC2C1O,[6*]C(=O)O,[6*]C(=O)N1CCCCC1,0.0001480724022258,0.6884999999999994,370.152871804,0.7470057973029153,3.9648584553542254,0.0970258578919734,-0.0951415446457728,65,-7.4,-8.4,-1.0
67,O=C(O)CC1CCCCCC/C=C(\C(=O)O)OC(CO)C(O)CC1,CCCCC1CCCCCC/C=C(\C(=O)O)OC(CO)C(O)CC1,[8*]CC(=O)O,[8*]CCCC,0.000294989964459,3.634100000000002,342.240624188,0.7099533472957645,3.971154416288853,0.0961005487180494,-0.088845583711147,10,-7.1,-7.0,0.09999999999999964
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)N(c1ccccc1)C(C)C)C(=O)O,[5*]NC(C[8*])C(=O)O,[5*]N([5*])C(C)C,0.0001406270457664,5.269500000000004,347.246043916,0.5240276203513707,2.621993103082623,0.0945371466908799,-0.0880068969173759,81,-6.3,-5.6,0.7000000000000002
26,O=C(O)C(C(=O)O)C1CC(CO)c2ccccc2O1,C=CCNC(=O)C1CC(CO)c2ccccc2O1,[8*]C(C(=O)O)C(=O)O,[6*]C(=O)NCC=C,5.982402217341587e-05,1.2157999999999998,247.120843404,0.7863743966489253,3.3452819596761527,0.0935155566097246,-0.084718040323847,92,-6.8,-6.3,0.5
89,O=C1NC(=O)C2C(C(=O)O)C=C(c3ccccc3)OC2C1O,O=C1NC(=O)C2C(C(=O)N3CCCC3)C=C(c3ccccc3)OC2C1O,[6*]C(=O)O,[6*]C(=O)N1CCCC1,0.0001489014393882,0.2983999999999996,356.13722174,0.7432565731225518,3.982442842660726,0.0932766337116099,-0.0775571573392737,43,-7.4,-8.1,-0.6999999999999993
62,NCC1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,CCOC1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,[8*]CN,[3*]OCC,0.0001457833132008,3.170600000000001,375.2045730280001,0.7455189936764536,4.453249088161737,0.0903652382934245,-0.0567509118382627,53,-6.7,-6.9,-0.20000000000000018
8,CCC1CCC(C(=O)O)CCCC(O)C(C(=O)O)OC2CCCCC2O1,CCC1CCC(C(=O)O)CCCC(O)C(COC)OC2CCCCC2O1,[6*]C(=O)O,[8*]COC,0.0001187411398859,3.1502000000000017,372.251188872,0.788454762421001,4.371030584175152,0.0908813897583759,-0.0489694158248479,97,-7.5,-6.8,0.7000000000000002
85,CCCC(CCCCCc1ccccc1OP(=O)(O)O)C(=O)O,CCCC(CCCCCc1ccccc1C(=O)ON)C(=O)O,[3*]OP(=O)(O)O,[6*]C(=O)ON,8.44058595248498e-05,3.320900000000001,307.17835828,0.5109973278486148,2.751894523944703,0.0940405155994122,-0.048105476055297,48,-5.9,-5.9,0.0
62,NCC1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,CC(=O)C1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,[8*]CN,[6*]C(C)=O,0.0001464581873733,2.970700000000001,373.1889229640001,0.7495885368228156,4.47058931269396,0.0944347814397865,-0.0394106873060398,17,-6.7,-7.6,-0.8999999999999995
63,O=C(O)CN1C(=O)CC2=C(C=CC=CC2)/C=C\C(=O)NCCC(C(=O)O)C1=O,O=C1/C=C\C2=C(CC=CC=C2)CC(=O)N(CC2CCC2)C(=O)C(C(=O)O)CCN1,[8*]CC(=O)O,[8*]CC1CCC1,0.0004645877925213,2.1214,398.184171932,0.5598252243382674,4.296503541992421,0.0903813792376869,-0.0334964580075789,92,-7.8,-7.8,0.0
89,O=C1NC(=O)C2C(C(=O)O)C=C(c3ccccc3)OC2C1O,O=C1NC(=O)C2C(CN3CCOCC3)C=C(c3ccccc3)OC2C1O,[6*]C(=O)O,[8*]CN1CCOCC1,0.0001474910968681,0.0081999999999993,358.152871804,0.7403167735145737,4.032715957005841,0.0903368341036319,-0.0272840429941583,90,-7.4,-7.8,-0.39999999999999947
62,NCC1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,COCC1CCC(C(=O)O)C2CCC(C(=O)O)CC2c2ccccc2C1N,[8*]CN,[8*]COC,0.0001467440742999,3.028100000000001,375.2045730280001,0.7460800904472513,4.4846115497001975,0.0909263350642223,-0.0253884502998023,1,-6.7,-7.4,-0.7000000000000002
67,O=C(O)CC1CCCCCC/C=C(\C(=O)O)OC(CO)C(O)CC1,COCCC1CCCCCC/C=C(\C(=O)O)OC(CO)C(O)CC1,[8*]CC(=O)O,[8*]CCOC,0.0002888425078708,2.4804000000000004,344.21988874399995,0.7089326112985811,4.042943624095971,0.0950798127208659,-0.0170563759040289,16,-7.1,-6.1,1.0
6,CCC(CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,CCC(CCCCCCCC(=O)N(CC(N)=O)c1ccccc1)C(=O)O,[5*]NC(C[8*])C(=O)O,[5*]N([5*])CC(N)=O,0.0001402143680024,3.346400000000001,362.22055744,0.5254675717124098,2.6956960219214814,0.0959770980519189,-0.0143039780785176,82,-6.3,-6.3,0.0
26,O=C(O)C(C(=O)O)C1CC(CO)c2ccccc2O1,O=S(=O)(O)CC1CC(CO)c2ccccc2O1,[8*]C(C(=O)O)C(=O)O,[8*]CS(=O)(=O)O,5.993308150209487e-05,0.8014000000000001,258.056194548,0.783455113013012,3.42639355646058,0.0905962729738113,-0.0036064435394198,11,-6.8,-6.5,0.2999999999999998
